title,abstract,trial
"""Warfarin treatment in breast cancer.""","""""",0
"""Adjuvant tamoxifen for operable carcinoma of the breast: report of clinical trial by the Christie Hospital and Holt Radium Institute.""","""A large controlled clinical trial with the admission of 1005 patients was carried out using tamoxifen as adjuvant treatment for women with operable carcinoma of the breast. Results were analysed for the first 906 evaluable patients randomised up to December 1981. After mastectomy premenopausal women were randomised to receive either an irradiation menopause or tamoxifen 20 mg daily for one year. Postmenopausal women were randomised to receive either tamoxifen 20 mg daily for one year or no systemic treatment (controls). Analysis at five years suggested that for premenopausal women there was no significant difference between an irradiation menopause and tamoxifen in terms of survival, local recurrence, or distant metastases. Tamoxifen had no appreciable side effects. For postmenopausal women there was a trend in favour of tamoxifen with regard to survival and incidence of distant metastases, and the difference became statistically significant for those patients with four or more positive axillary nodes. If long term results of these studies show only an improved quality of remaining life with tamoxifen, then this drug could be an important contribution to adjuvant treatment.""",1
"""Randomized, placebo-controlled trial of clodronate in patients with primary operable breast cancer.""","""PURPOSE: The development of bone metastases depends on tumor-induced osteoclastic resorption of bone, which may be inhibited by the antiosteolytic bisphosphonate clodronate. Given to patients with primary breast cancer, clodronate might reduce the subsequent incidence of bone metastases. PATIENTS AND METHODS: This double-blind, multicenter trial accrued 1,069 assessable patients with operable breast cancer between 1989 and 1995. All patients received surgery, radiotherapy, chemotherapy, and tamoxifen as required. Patients were randomized to receive oral clodronate 1,600 mg/d or a placebo for 2 years starting within 6 months of primary treatment. The primary end point was relapse in bone, analyzed on an intent-to-treat basis, during the medication period and during the total follow-up period (median follow-up, 2,007 days). Secondary end points were relapse in other sites, mortality, and toxicity. RESULTS: During the total follow-up period, there was a nonsignificant reduction in occurrence of bone metastases (clodronate, n = 63; placebo, n = 80; hazards ratio [HR], 0.77; 95% confidence interval [CI], 0.56 to 1.08; P =.127). During the medication period there was a significant reduction in the occurrence of bone metastases (clodronate, n = 12; placebo, n = 28; HR, 0.44; 95% CI, 0.22 to 0.86; P =.016). The occurrence of nonosseous metastases was similar (clodronate, n = 112; placebo, n = 128; P =.257), but there was a significant reduction in mortality (clodronate, n = 98; placebo, n = 129; P =.047) during the total follow-up period. CONCLUSION: Clodronate, given to patients with primary operable breast cancer, may reduce the occurrence of bone metastases, although this reduction was only significant during this medication period. There was a significant reduction in mortality.""",1
"""Anxiety levels in patients randomized to adjuvant therapy versus observation for early breast cancer.""","""We studied anxiety levels in 68 patients who had been randomized to adjuvant chemotherapy v observation on two Eastern Cooperative Oncology Group (ECOG) protocols. All subjects were women who had undergone total or modified radical mastectomy for breast cancer. Immediately before breast protocol randomization and again 3, 6, and 12 months later, patients completed two self-report measures: the State-Trait Anxiety Inventory and the SCL-90. There were no consistent trends in anxiety levels over time. At each test point, patients under observation displayed higher anxiety scores than did patients receiving adjuvant therapy, but these differences failed to attain statistical significance. Power calculations indicate that these results rule out the possibility of major differences in anxiety levels among patients randomized to observation v adjuvant therapy, but a larger patient sample is required before a definitive statement can be made about smaller differences.""",0
"""An acute toxicity study on the effects of synchronous chemotherapy and radiotherapy in early stage breast cancer after conservative surgery.""","""One hundred and ninety-seven patients with early stage breast cancer, who were treated initially with conservative surgery, were evaluated prospectively for acute toxicity after completing post-operative irradiation. Eighty-seven of these patients had synchronous chemotherapy with the 3M regimen (mitoxantrone, methotrexate and Mitomycin-C) during radiotherapy. The results indicate that patients receiving chemotherapy and radiotherapy (CRT) showed no significant difference in acute skin toxicity (AST) when compared with those treated with radiotherapy alone (RTO), with an odds ratio (OR = 0.6) and 95% confidence intervals (0.3-1.1) of developing either a moderate or severe, compared with a mild, skin reaction. Even after controlling for other confounding factors, such as treatment technique and beam energy, patients treated with the supine technique using 6-10 MV photons still displayed no significant difference in AST, with 12/74 (16%) patients in the CRT group and 14/66 (21%) in the RTO group developing a moderate or severe skin reaction (OR = 0.7 (95% CI 0.3-1.7)). Four of the 87 patients treated with CRT developed symptomatic acute radiation pneumonitis, three of whom were found to have > 3 cm of lung length on their simulator or check films. The volume of lung included within the treatment field was found to be statistically significant (P = 0.005) in predicting the onset of radiation pneumonitis in the CRT group. None of these patients has suffered any symptomatic late lung toxicity. We conclude that synchronous chemotherapy and radiotherapy, when using the 3M regimen, is feasible for patients having adjuvant treatment for early stage breast carcinoma and there is no significant increase in AST. However, it is associated with an increase in acute radiation pneumonitis when a significant volume of lung is included within the radiation treatment field.""",0
"""p53 protein accumulation and response to adjuvant chemotherapy in premenopausal women with node-negative early breast cancer.""","""PURPOSE: Thirty percent of women with node-negative breast cancer will have a recurrence within 10 years after diagnosis. Molecular markers may identify those patients and predict whether they benefit from adjuvant therapy. The European Organization for Research and Treatment of Cancer (EORTC) conducted a randomized trial (EORTC 10854) to compare perioperative treatment with one course of fluorouracil, doxorubicin, and cyclophosphamide (FAC) versus no further therapy. We studied tumors from premenopausal patients with node-negative breast cancer randomized in this trial to determine whether p53 accumulation, c-erbB-2 expression, percentage of Ki-67-positive cells, estrogen receptor (ER-immunoassay [IA]), progesterone receptor (PR-IA), and angiogenesis could be used as prognostic factors and predictors of responsiveness to adjuvant chemotherapy. PATIENTS AND METHODS: Paraffin-embedded tumor specimens from 441 premenopausal women with node-negative breast cancer were collected from the larger EORTC trial. Paraffin sections from the tumors were analyzed for immunohistochemical expression of p53, c-erbB-2, Ki-67, ER, PR, and angiogenesis. RESULTS: Patients with p53-negative tumors showed a significant benefit from perioperative chemotherapy (P < .01), whereas patients who had p53-positive tumors did not (P = .80). At a median follow-up time of 49 months, univariate analyses for disease-free survival (DFS) failed to show prognostic value for p53, c-erbB-2 and angiogenesis. Both univariate and multivariate results showed Ki-67 positivity, ER-IA negativity, and a younger age to be associated with a worse prognosis. CONCLUSION: p53 accumulation was associated with a poor response to one perioperative course of FAC chemotherapy. Ki-67, ER-IA, and age are important prognostic factors in premenopausal women with node-negative breast cancer.""",0
"""Biological response modifiers of cancer-related neuroendocrine disorders: efficacy of the long-term dopaminergic agonist cabergoline in the treatment of breast cancer-induced hyperprolactinemia.""","""The evaluation of the biological status of cancer patients should not be limited only to investigation of immune reactivity, but should also include analysis of the endocrine condition, namely concerning those hormones which have appeared to be tumor growth factors, such as prolactin (PRL) for breast and prostate carcinomas. This statement is justified by the fact that the evidence of abnormally high serum concentrations of PRL has been proven to be associated with poor prognosis in breast and prostate cancer patients. Moreover, since hyperprolactinemia negatively influences the efficacy of anticancer therapies in breast cancer, it could be fundamental to achieve a normalization of PRL levels by long-acting dopaminergic agents, such as cabergoline. On this basis, a study was planned to evaluate the effect of cabergoline on PRL levels in hyperprolactinemic metastatic breast cancer subjects. The study included 20 hyperprolactinemic metastatic breast cancer subjects, who were randomized to receive no therapy or cabergoline at 0.5 mg/week orally for 4 consecutive weeks. Cabergoline therapy induced a normalization in all patients, whereas no spontaneous normalization of PRL levels occured in the control group. These results show that a weekly oral administration of the long-acting dopaminergic agent cabergoline is a well tolerated and effective treatment of metastatic breast cancer-related hyperprolactinemia. The possible prognostic impact of PRL normalization needs to be established by successive studies.""",0
"""Current status of Milan adjuvant chemotherapy trials for node-positive and node-negative breast cancer.""","""This report summarizes the most important clinical results achieved at the Milan Cancer Institute through various randomized trials with systemic adjuvant chemotherapy. In the study testing surgery versus surgery plus 12 cycles of cyclophosphamide, methotrexate, and 5-fluorouracil (CMF) in node-positive patients, the reduction in failure rate (34%) significantly favored CMF-treated patients (P less than 0.001). Despite a reduction in the death rate of 23%, the overall survival showed only a trend for CMF compared to surgery alone (P = 0.10). In a second study, the 8-year results confirmed the lack of difference in relapse-free survival and total survival rates between patients who received 12 and 6 cycles of CMF. The third study indicated that at 6 years, postmenopausal women who had 1-3 positive lymph nodes and were treated with full-dose sequential non-cross-resistant combinations had rates of relapse-free survival and total survival that were superior to those previously achieved with CMF in the same menopausal subset. In a limited series of patients with negative axillary nodes as well as negative estrogen receptors, there was clear evidence of very poor prognosis in women given only local-regional therapy, compared to women treated with adjuvant CMF. Within the node-negative subset, the proliferative activity (labeling index) of the primary tumor appears to be a more effective prognostic discriminant than estrogen receptor status. The proportion of primary drug-resistant tumor cells as well as the lack of relative dose intensity in the drug programs tested so far probably represent the two most important causes for the failure of adjuvant chemotherapy.(ABSTRACT TRUNCATED AT 250 WORDS)""",0
"""Predicting survival and early clinical response to primary chemotherapy for patients with locally advanced breast cancer using DCE-MRI.""","""PURPOSE: To evaluate dynamic contrast-enhanced magnetic resonance imaging (DCE-MRI) as a tool for early prediction of response to neoadjuvant chemotherapy (NAC) and 5-year survival in patients with locally advanced breast cancer. MATERIALS AND METHODS: DCE-MRI was performed in patients scheduled for NAC (n = 24) before and after the first treatment cycle. Clinical response was evaluated after completed NAC. Relative signal intensity (RSI) and area under the curve (AUC) were calculated from the DCE-curves and compared to clinical treatment response. Kohonen and probabilistic neural network (KNN and PNN) analysis were used to predict 5-year survival. RESULTS: RSI and AUC were reduced after only one cycle of NAC in patients with clinical treatment response (P = 0.02 and P = 0.08). The mean and 10th percentile RSI values before NAC were significantly lower in patients surviving more than 5 years compared to nonsurvivors (P = 0.05 and 0.02). This relationship was confirmed using KNN, which demonstrated that patients who remained alive clustered in separate regions from those that died. Calibration of contrast enhancement curves by PNN for patient survival at 5 years yielded sensitivity and specificity for training and testing ranging from 80%-92%. CONCLUSION: DCE-MRI in locally advanced breast cancer has the potential to predict 5-year survival in a small patient cohort. In addition, changes in tumor vascularization after one cycle of NAC can be assessed.""",0
"""Quality of life analyses in a clinical trial of DPPE (tesmilifene) plus doxorubicin versus doxorubicin in patients with advanced or metastatic breast cancer: NCIC CTG Trial MA.19.""","""BACKGROUND: DPPE (tesmilifene) plus doxorubicin (DOX) demonstrated a significant improvement in survival versus DOX in a phase III clinical trial in advanced breast cancer. However, DPPE is associated with unusual toxicity in the form of hallucinations, nausea and vomiting which were anticipated to impact on short-term quality of life (QOL). METHODS: Standard National Cancer Institute of Canada Clinical Trials Group (NCIC CTG) approaches were applied as the primary method to analyze the QOL data from this trial. This includes cross-sectional comparisons, together with a global test for the QOL response rate. Sensitivity analyses were also performed for selected QOL domains and items, using other types of summary measures and statistics. RESULTS: Two hundred seventy one patients (89% of randomized) submitted the baseline QOL questionnaires and were included in the QOL analysis. No statistically significant difference in QOL response between treatment arms was found for any domain or item except nausea and vomiting (P = 0.04). Cross-sectional comparisons showed statistically significant differences for some domains/items at specific assessment times with all differences favoring the DOX alone arm. Patients on DPPE/DOX arm were significantly worse in terms of average and median pain change scores. CONCLUSION: Different analyses yielded slightly different conclusions but, in general, the QOL analyses were concordant and showed that patients on DOX alone had fewer disease and treatment related adverse events and better QOL. Interestingly, the QOL response analysis also showed that aggressive premedication regimens appear to ameliorate potential negative effects of DPPE on emesis and nausea as measured by patient assessed QOL.""",0
"""Evaluation of soy phytoestrogens for the treatment of hot flashes in breast cancer survivors: A North Central Cancer Treatment Group Trial.""","""PURPOSE: Hot flashes represent a significant clinical problem for some breast cancer survivors. Safe, effective treatment is needed for this prominent clinical problem. Although it has been shown that estrogen or progesterone replacement therapy can alleviate this problem, there are continued safety concerns regarding the use of hormonal therapies in these women. Based on anecdotal information, we hypothesized that soy-derived phytoestrogens, weak estrogen-like substances in the soybean that demonstrate estrogen agonist and/or antagonist effects when they bind to estrogen receptors, could alleviate hot flashes. This current trial was designed to investigate this hypothesis. PATIENTS AND METHODS: This double-blind clinical trial involved breast cancer survivors with substantial hot flashes. After randomization, patients underwent a 1-week baseline period with no therapy. This was followed by 4 weeks of either soy tablets or placebo. The patients then crossed over to the opposite arm in a double-blind manner for the last 4 weeks. Patients completed a daily questionnaire documenting hot flash frequency, intensity, and perceived side effects. RESULTS: Of the 177 women who were randomized and started the study substance, 155 (88%) provided useable data over the first 5 weeks; 149 provided usable data over the entire 9 weeks. There was no suggestion that the soy product was more effective in reducing hot flashes than the placebo. At study completion, patients preferred the soy product 33% of the time, the placebo 37% of the time, and neither substance 31% of the time. No toxicity was observed. CONCLUSION: The soy product did not alleviate hot flashes in breast cancer survivors.""",0
"""Can breast MRI predict axillary lymph node metastasis in women undergoing neoadjuvant chemotherapy.""","""BACKGROUND: Axillary lymph node status provides important staging information. We sought to evaluate the predictive value of breast magnetic resonance imaging (MRI) in detecting axillary lymph node metastases prior to initiation of neoadjuvant chemotherapy (NAC) and in detecting residual lymph node metastases after NAC in women found to be node positive prior to NAC. METHODS: Women underwent breast MRI with axillary evaluation prior to initiation of NAC and again after completion of NAC. Pathologic confirmation of lymph node status was confirmed by sentinel lymph node biopsy (SLNB), image-guided axillary fine-needle aspiration (FNA)/core biopsy, or axillary lymph node dissection. We evaluated the sensitivity, specificity, and negative and positive predictive values of MRI in detecting axillary node involvement. RESULTS: Seventy-four women completed NAC and underwent surgery. Sensitivity of MRI in detecting axillary node involvement prior to NAC was 64.7% and specificity was 100%, with positive and negative predictive values of MRI of 100% and 77.8%, respectively. Sensitivity and specificity of MRI to identify residual pathologic axillary lymph node disease following NAC were 85.7% and 89%, respectively, while the positive and negative predictive values were 92% and 80.9%, respectively. CONCLUSION: Breast MRI has moderate sensitivity and high specificity for predicting axillary lymph node status prior to NAC. In patients found to be node positive prior to NAC, MRI was able to predict with moderate sensitivity and specificity whether residual nodal disease was present. The accuracy of MRI is not adequate to obviate either the need for staging by sentinel node biopsy or the need for completion axillary dissection in women determined to be node positive prior to NAC.""",0
"""The efficacy and safety of neoadjuvant chemotherapyŒæ+/-Œæletrozole in postmenopausal women with locally advanced breast cancer: a randomized phase III clinical trial.""","""This two-arm randomized clinical study aimed to evaluate the efficacy and safety of neoadjuvant concurrent chemotherapy and letrozole in postmenopausal women with locally advanced breast carcinoma. One hundred and one postmenopausal women aged 50-83 years with pathologically proven locally advanced (clinical stage T3, T4 and/or N2, N3) breast cancer were randomly assigned to receive neoadjuvant chemotherapy alone (control arm, n = 51) or neoadjuvant chemotherapy concurrent with letrozole 2.5 mg (study arm, n = 50). Chemotherapy consisted of a median 4 (range 3-5) cycles of intravenous 5-fluorouracil 600 mg/m(2), doxorubicin 60 mg/m(2), and cyclophosphamide 600 mg/m(2), every three weeks. All patients subsequently underwent modified radical mastectomy approximately two weeks after the last cycle of chemotherapy. Pathologic complete response rates were 25.5% and 10.2% in the study and the control group, respectively (P = 0.049). Similarly, clinical complete response rates were 27.6% and 10.2% in the study and the control group, respectively (P = 0.037). In the subgroup analysis of hormone receptor-positive cases, the complete response rates were more prominent in study group compared with control group. Common treatment-related side effects such as nausea, vomiting, bone marrow suppression, and mucositis were similar in both groups, but hot flush was more prevalent in study group compared with control group (P = 0.023). The addition of letrozole concurrently with neoadjuvant chemotherapy provides a higher clinical and pathologic response rates with acceptable toxicity compared with chemotherapy alone in postmenopausal women with locally advanced sensitive breast cancer.""",1
"""Design of the Physical exercise during Adjuvant Chemotherapy Effectiveness Study (PACES): a randomized controlled trial to evaluate effectiveness and cost-effectiveness of physical exercise in improving physical fitness and reducing fatigue.""","""BACKGROUND: Cancer chemotherapy is frequently associated with a decline in general physical condition, exercise tolerance, and muscle strength and with an increase in fatigue. While accumulating evidence suggests that physical activity and exercise interventions during chemotherapy treatment may contribute to maintaining cardiorespiratory fitness and strength, the results of studies conducted to date have not been consistent. Additional research is needed to determine the optimal intensity of exercise training programs in general and in particular the relative effectiveness of supervised, outpatient (hospital- or physical therapy practice-based) versus home-based programs.METHODS: This multicenter, prospective, randomized trial will evaluate the effectiveness of a low to moderate intensity, home-based, self-management physical activity program, and a high intensity, structured, supervised exercise program, in maintaining or enhancing physical fitness (cardiorespiratory fitness and muscle strength), in minimizing fatigue and in enhancing the health-related quality of life (HRQoL). Patients receiving adjuvant chemotherapy for breast or colon cancer (n = 360) are being recruited from twelve hospitals in the Netherlands, and randomly allocated to one of the two treatment groups or to a 'usual care' control group. Performance-based and self-reported outcomes are assessed at baseline, at the end of chemotherapy and at six month follow-up.DISCUSSION: This large, multicenter, randomized clinical trial will provide additional empirical evidence regarding the effectiveness of physical exercise during adjuvant chemotherapy in enhancing physical fitness, minimizing fatigue, and maintaining or enhancing patients' quality of life. If demonstrated to be effective, exercise intervention programs will be a welcome addition to the standard program of care offered to patients with cancer receiving chemotherapy.TRIAL REGISTRATION: This study is registered at the Netherlands Trial Register (NTR 2159).""",0
"""Clinical trial of iproplatin (cis-dichloro-trans-dihydroxy-bis-isopropylamine platinum IV, CHIP) in patients with advanced breast cancer.""","""Twenty-five women with advanced breast cancer were treated in a phase II trial of iproplatin 275 mg/m2 administered intravenously every 4 weeks. All patients had measurable or evaluable indicator lesions, and had undergone treatment with no more than one previous chemotherapy regimen, including adjuvant chemotherapy. Two of the twenty-four evaluable patients (8%) experienced major therapeutic responses. One patient had a complete regression of pulmonary nodules lasting 18+ months; another had a partial regression of metastatic disease in the liver (4 months). The inevaluable patient was ineligible for the study because of previous radiation to the indicator lesions on her chest wall; nonetheless, she experienced a 10 month partial regression of those nodules. Myelosuppression was generally dose limiting; thrombocytopenia was more profound, but leukopenia was more prolonged. Nausea, vomiting, diarrhea, and general malaise were prominent toxicities, and led to discontinuation of therapy in 4 patients. Iproplatin has limited activity in previously treated women with advanced breast cancer.""",1
"""Adjuvant therapy of breast cancer with docetaxel-containing combination (TAC).""","""The adjuvant chemotherapy of breast cancer changed in the past two decades. Docetaxel containing regimens are highly active in metastatic breast cancer. A logical approach was their incorporation into trials of early breast cancer adjuvant therapy. The authors present the Hungarian interim analysis and experience with the BCIRG 001 randomized, multicentric, phase III clinical trial comparing TAC (docetaxel, doxorubicin, cyclophosphamide) and FAC (5-fluorouracil, doxorubicin, cyclophosphamide) in the adjuvant treatment of node positive breast cancer patients. The results are presented compared to the international data. Three Hungarian centers - Szt. Margit Hospital, Budapest, National Institute of Oncology, Budapest, Petz Aladíçr Hospital, GyíÇr - participated in the international trial. Between June 1997 and June 1999, 61 patients with node positive breast cancer were enrolled in the study after the surgery. Thirty-four patients were randomized to TAC (75/50/500 mg/m2 6xq3wk) and 27 patients were randomized to FAC (500/50/500 mg/m2 6x q3wk) chemotherapy, with prospective stratification by node (1-3, 4+). Patients with hormone receptor positive tumors received tamoxifen for 5 years after the chemotherapy. Radiotherapy was performed after the 6th cycle of chemotherapy. 33 months of follow up was performed. In both arms the hematological toxicity was more frequent. The TAC group showed a higher incidence of neutropenia (76%) compared to the FAC (22%), as well as a higher incidence of febrile neutropenia (26 % versus none), without grade 3-4 infection and there was no cases of septic death. More grade 3-4 nausea and vomiting was observed in the FAC group. At three years follow up, results indicated improvement in disease-free survival (88% vs. 76%) in favour of TAC, and similar tendency was observed in the case of overall survival (97% vs. 88%). Based on the international data analysis TAC was superior to FAC chemotherapy, the results show statistically significant differences between the two arms. This benefit with TAC was seen regardless of hormone receptor status. Additional follow up data will evaluate the role of TAC in the adjuvant setting of early breast cancer treatment.""",0
"""The effect of adjuvant tamoxifen: the latest results from the Cancer Research Campaign Adjuvant Breast Trial. Cancer Research Campaign Breast Cancer Trials Group.""","""The CRC Adjuvant Breast Trial, launched in 1980 to repeat both the Nolvadex Adjuvant Trial Organisation tamoxifen trial and the Scandinavian trial of perioperative cyclophosphamide trial, randomised 2230 stage I or II early breast cancer patients in a 2 x 2 factorial design to investigate the benefits of a short course of perioperative cyclophosphamide or tamoxifen daily for 2 years. At a median follow-up of 7.8 years, no significant benefit is noted for perioperative cyclophosphamide, however the main effect analysis for adjuvant tamoxifen demonstrates a significant improvement in disease-free survival which increases with time over the follow-up period. These results are in keeping with the World Overview of Trials of Adjuvant Tamoxifen. However, this study is unique, having a large number of node negative patients and over 500 premenopausal women in a comparison of tamoxifen and control. The relative risk reductions for the node negative patients for disease-free survival are greater than for node positive patients. This might suggest that the absolute benefit for adjuvant tamoxifen is similar in both groups of patients, bearing in mind the increase risk of relapse with node positive patients. No trend for interaction emerges according to age or menopausal status suggesting an identical benefit for pre and postmenopausal women. Similar relative risk reductions are seen when the data are stratified according to tumour size, suggesting a similar positive benefit may be seen for all patients irrespective of tumour size. Of particular interest is the incidence of contralateral breast cancer, the initial overall effect which emerged at the third year of follow-up ceases to be apparent. However subgroup analysis according to menopausal status suggests a trend for interaction with a reduction in the risk of contralateral breast cancer in the postmenopausal women and a marginal increase in the risk of contralateral breast cancer in premenopausal women. Plausible mechanisms exist to explain this difference in outcome and these data need to be confirmed or refuted by other large trials of adjuvant tamoxifen especially at this time when the chemoprophylaxis of breast cancer in high risk premenopausal women by tamoxifen is being considered.""",1
"""A single dose of preoperative gabapentin for pain reduction and requirement of morphine after total mastectomy and axillary dissection: randomized placebo-controlled double-blind trial.""","""BACKGROUND: Gabapentin has been recently found to be useful for reducing acute postoperative pain when administered preoperatively. Although various dose regimens have been tried in different surgical settings, the minimum effective dose is not established. AIMS: We aimed to evaluate the analgesic efficacy of single low dose gabapentin in patients undergoing total mastectomy and axillary dissection. SETTINGS AND DESIGN: Prospective randomized placebo-controlled double-blind trial in a tertiary care teaching hospital. MATERIALS AND METHODS: Fifty women scheduled for total mastectomy and axillary dissection were randomized to receive either gabapentin 600 mg or placebo orally 1 h preoperatively. The intraoperative and postoperative management was standardized. Postoperative pain was assessed at rest and on movement for 12 h using the numerical rating scale (NRS). Morphine was administered if NRS exceeded 30. Primary outcome measure was total morphine consumption. STATISTICAL ANALYSIS: The morphine consumption was compared using independent t test while pain and sedation scores were analyzed using Mann-Whitney U test. RESULTS: Forty-six patients completed the trial. The postoperative morphine consumption was significantly less (5.8 +/- 4.2 vs. 11.0 +/- 3.4 mg; P 0.001) and the median [IQR] time to first analgesic was significantly longer (90 [37.5-120] vs. 0 [0-90] min; P 0.001) in the gabapentin group than in the placebo group. The incidence of side effects was similar in the two groups. CONCLUSIONS: A single low dose of 600 mg gabapentin administered 1 h prior to surgery produced effective and significant postoperative analgesia after total mastectomy and axillary dissection without significant side effects.""",0
"""Comparison of adjuvant chemotherapy with methotrexate and fluorouracil with and without cyclophosphamide in breast cancer patients with one to three positive axillary lymph nodes.""","""BACKGROUND: Alkylating agents administered as single agents or in combination with antimetabolites or anthracyclines delay the appearance of metastases and prolong the survival of breast cancer patients after surgery. PURPOSE: This phase III clinical trial was designed to evaluate the therapeutic efficacy and toxicity of the alkylating agent cyclophosphamide in combination with the antimetabolites methotrexate and fluorouracil adjuvant to breast cancer surgery. METHODS: This study consisted of 255 breast cancer patients (a) with one to three histologically positive axillary lymph nodes and either no detectable primary tumor or operable primary tumors 5 cm or less (T0-T2) (95% of the patients) or (b) with tumors larger than 5 cm (T3) and with negative axillary nodes. Patients were randomly allocated to receive either methotrexate (60 mg/m2) and fluorouracil (600 mg/m2) (MF) intravenously on days 1 and 8 every 28 days for eight cycles or cyclophosphamide (100 mg/m2) orally on days 1-14 plus MF (CMF) every 28 days for the same duration. Median follow-up was 7.8 years, and maximum follow-up was 13 years. RESULTS: There were no statistically significant differences in time to treatment failure or overall survival for patients treated with MF or CMF. At 8 years after completion of treatment, time to treatment failure was 55% (95% confidence interval [CI] = 50%-60%) and 59% (95% CI = 54%-64%) and overall survival was 69% (95% CI = 65%-73%) and 67% (95% CI = 62%-72%) for MF- and CMF-treated patients, respectively. The hazard ratios (MF to CMF) for time to treatment failure and for survival, estimated with a proportional hazards model, were 1.02 (95% CI = 0.69-1.50) and 0.87 (95% CI = 0.56-1.34), respectively. Myelosuppression was significantly greater (P < .0001) in CMF-treated patients during cycles 1-6. Median white blood cell count nadirs were between 4.4 x 10(3)/microL and 3.5 x 10(3)/microL in patients receiving MF and between 3.0 x 10(3)/microL and 2.4 x 10(3)/microL in those receiving CMF. Dose reductions were more frequent in CMF-treated patients, which led to statistically significant differences (P < .0001) in amounts of methotrexate and fluorouracil administered. Primary cancers at other sites occurred in 14 patients (5.5%)--six treated with MF and eight treated with CMF. CONCLUSIONS: Our findings suggest that the addition of cyclophosphamide to adjuvant chemotherapy with MF offers no therapeutic advantage but results in increased myelosuppression. IMPLICATIONS: Future trials will define the possible advantages of antimetabolites in adjuvant therapy. Further information will also become available when results of the ongoing National Surgical Adjuvant Breast and Bowel Project trial comparing adjuvant MF to CMF in node-negative breast cancer patients are presented.""",1
"""Neoadjuvant chemotherapy for operable breast carcinoma larger than 3 cm: a unicentre randomized trial with a 124-month median follow-up. Institut Bergonií© Bordeaux Groupe Sein (IBBGS).""","""BACKGROUND: Neoadjuvant chemotherapy improves overall survival and renders possible breast-conserving treatment in locally advanced breast cancer. It was necessary for this method to be evaluated in operable breast tumors too large to be treated immediately by conserving surgery. Initial results of this randomized trial were published in Annals of Oncology (1991). PATIENTS AND METHODS: Women with T2 > 3 cm or T3 N0-1 M0 breast tumors were treated by either initial mastectomy followed by adjuvant chemotherapy, or neoadjuvant chemotherapy followed by adjusted locoregional treatment. Chemotherapy was the same in the two arms. The prognostic and predictive factors of response to chemotherapy were analyzed. RESULTS: Conserving treatments were performed in 63% at the end of neoadjuvant chemotherapy and this rate had decreased to 45% at the median follow-up of 124 months. Survivals are identical in the two treatment groups. Initial clinical tumor size < 40 mm, IHC-ER < 10% and Mib1 > 40% are predictive of tumor response to chemotherapy by uni- and multivariate analyses. For outcome prediction, c-erb-B2 > 0% is the independent prognostic factor for overall and metastasis-free survivals. CONCLUSION: Breast-conserving therapy can be performed in more than half of all cases without alteration of survival, despite a non-negligible rate of local recurrences.""",0
"""Cost-effectiveness of intensive adjuvant chemotherapy for high-risk breast cancer: is tailored and dose-escalated chemotherapy with growth factor support (GFS) more costly and less effective than marrow-supported high-dose chemotherapy - results from a randomized study.""","""Based on randomized studies bone-marrow supported (BMS) high-dose chemotherapy (HDCT) is not superior to conventional CT as adjuvant treatment for high-risk breast cancer. To compare the cost-effectiveness of these treatments we examined the data of Finnish patients in the SBG9401 trial 1. Patients were randomized to receive either dose-escalated (de FEC) (group A, n =59) or FEC and HDCT+BMS (group B, n =70). They received adjuvant radiotherapy (RT) + tamoxifen. All direct health care costs of first line treatment at the oncology units were considered as well as productivity costs within the first 3 years of follow-up. Effectiveness was measured by the number of survival days during 5 years of follow-up. The mean direct health care costs were significantly higher in group B (25829 euro in group A vs. 36605 euro in group B, p <0.001), mainly due to a higher number of hospital days. Half of the costs in group A was due to the use of filgrastim (15335 euro in A and 2969 euro in B, p <0.001). The costs of RT were only 5% of total costs. There was no statistically significant difference between the groups in the number of survival days, but sensitivity analysis based on bootstrapping suggested that treatment A would be a less costly and more effective alternative in a great majority of cases.""",0
